    1 ZINC00000381 <0>1 1.273e+03   -48.1    -17.3    0        0        -65.4      9  3  3 0.30
    2 ZINC00001358 <0>1 1.215e+03   -44.6    -8.56    0        0        -53.2      9  3  3 0.06
    4 ZINC00003471 <0>1 1.377e+03   -60.3    -4.2     0        0        -64.5     10  3  3 0.16
    3 ZINC00001358 <0>1 1.335e+03   -50.4    -21      0        0        -71.4      5  3  3 0.28
    5 ZINC00001344 <0>1 1.415e+03   -42.1    -14.1    0        0        -56.2      8  3  3 0.00
    6 ZINC00001358 <0>1 1.338e+03   -43.5    -18.1    0        0        -61.6      1  3  3 0.15
    8 ZINC00001344 ZINC 1.789e+03   1.21e-38 -39.6    0        0        -39.6      0  3  3 0.65
    7 ZINC00003471 ZINC 1.762e+03   2.54e-38 -47.5    0        0        -47.5      0  3  3 0.10
    9 ZINC00002719 ZINC 1.727e+03   9.34e-39 -37.7    0        0        -37.7      0  3  3 0.55
   10 ZINC00007217 ZINC 1.875e+03   2.9e-38  -46.1    0        0        -46.1      0  3  3 0.21
   12 ZINC00000381 <0>1 1.278e+03   -53.1    -19.4    0        0        -72.5      2  3  3 0.39
   11 ZINC00001344 ZINC 1.749e+03   1.78e-38 -44.5    0        0        -44.5      0  3  3 0.11
   13 ZINC00001344 ZINC 1.950e+03   9.63e-39 -53.2    0        0        -53.2      0  3  3 0.38
   14 ZINC00000607 ZINC 2.146e+03   4.51e-38 -49.9    0        0        -49.9      0  3  3 0.21
   16 ZINC00001572 ZINC 2.055e+03   7.35e-40 -53.3    0        0        -53.3      0  3  3 0.16
   15 ZINC00001572 ZINC 2.175e+03   3.08e-38 -57.5    0        0        -57.5      0  3  3 0.25
   17 ZINC00001933 ZINC 2.498e+03   2.17e-38 -53.2    0        0        -53.2      0  3  3 0.39
   18 ZINC00007230 <0>1 1.291e+03   -38      -15.3    0        0        -53.3      4  3  3 0.01
   20 ZINC00007230 <0>1 1.184e+03   -52.9    -8.61    0        0        -61.5      3  3  3 0.05
   19 ZINC00007230 <0>1 1.316e+03   -30.1    -22.3    0        0        -52.3      0  3  3 0.05
   21 ZINC00007230 <0>1 1.310e+03   -59.9    -15.2    0        0        -75.1      0  3  3 0.07
   22 ZINC00007230 <0>1 1.094e+03   -39.4    -5.32    0        0        -44.7      0  3  3 0.13
   24 ZINC00007919 ZINC 2.059e+03   3.11e-38 -44.3    0        0        -44.3      0  3  3 0.16
   23 ZINC00007919 ZINC 2.060e+03   1.78e-38 -50.6    0        0        -50.6      0  3  3 0.34
   25 ZINC00009545 ZINC 2.107e+03   1.54e-38 -50.4    0        0        -50.4      0  3  3 0.25
   26 ZINC00009551 <0>1 1.301e+03   -38.1    -8.91    0        0        -47        0  3  3 0.25
   28 ZINC00000210 <0>1 1.294e+03   -42.5    -14.5    0        0        -57        0  3  3 0.24
   27 ZINC00000210 <0>1 1.292e+03   -47.4    -10.4    0        0        -57.8      7  3  3 0.00
   29 ZINC00000210 ZINC 1.973e+03   2.83e-38 -42.5    0        0        -42.5      0  3  3 0.14
   30 ZINC00000210 ZINC 1.963e+03   2.75e-38 -43.2    0        0        -43.2      0  3  3 0.12
   31 ZINC00000212 ZINC 2.293e+03   2.68e-38 -46.3    0        0        -46.3      0  3  3 0.18
   32 ZINC00000598 <0>1 1.175e+03   -54.1    -5.58    0        0        -59.7      0  3  3 0.01
   33 ZINC00000191 ZINC 1.507e+03   -6.52e-39 -45.3    0        0        -45.3      0  3  3 0.29
   34 ZINC00000191 ZINC 1.800e+03   -9.75e-39 -45.1    0        0        -45.1      0  3  3 0.15
   35 ZINC00000639 ZINC 2.093e+03   1.95e-38 -53.9    0        0        -53.9      0  3  3 0.42
   36 ZINC00000323 ZINC 1.815e+03   -1.8e-38 -55.5    0        0        -55.5      0  3  3 0.06
   38 ZINC00000210 ZINC 2.259e+03   3.59e-38 -52.9    0        0        -52.9      0  3  3 0.22
   37 ZINC00000323 ZINC 1.734e+03   1.61e-38 -53.9    0        0        -53.9      0  3  3 0.19
   39 ZINC00000211 ZINC 2.043e+03   2.07e-38 -53.2    0        0        -53.2      0  3  3 0.26
   40 ZINC00000424 ZINC 1.949e+03   2.89e-38 -48.4    0        0        -48.4      0  3  3 0.36
   42 ZINC00001246 ZINC 2.188e+03   -2.7e-39 -48      0        0        -48        0  3  3 0.08
   41 ZINC00000424 ZINC 1.610e+03   7.63e-39 -34.1    0        0        -34.1      9  3  3 0.28
   43 ZINC00001246 ZINC 2.033e+03   1.03e-38 -48.8    0        0        -48.8      0  3  3 0.12
   46 ZINC00001923 ZINC 2.100e+03   3e-38    -54.8    0        0        -54.8      0  3  3 0.34
   44 ZINC00000215 ZINC 2.252e+03   -2.99e-40 -52.2    0        0        -52.2      0  3  3 0.13
   45 ZINC00000210 ZINC 2.062e+03   2.34e-38 -49.5    0        0        -49.5      0  3  3 0.27
   47 ZINC00002353 ZINC 1.909e+03   4.31e-38 -46.9    0        0        -46.9      0  3  3 0.12
   50 ZINC00002995 ZINC 2.133e+03   3.73e-38 -42.3    0        0        -42.3      0  3  3 0.00
   48 ZINC00002353 ZINC 1.809e+03   3.73e-38 -44.7    0        0        -44.7      0  3  3 0.19
   49 ZINC00002487 ZINC 1.974e+03   -1.28e-38 -55.5    0        0        -55.5      0  3  3 0.11
   51 ZINC00002995 ZINC 2.103e+03   1.75e-38 -50.1    0        0        -50.1      0  3  3 0.33
   54 ZINC00003530 ZINC 2.031e+03   -2.55e-39 -50.5    0        0        -50.5      0  3  3 0.20
   52 ZINC00003260 ZINC 1.836e+03   1.39e-38 -49.5    0        0        -49.5      0  3  3 0.16
   53 ZINC00003260 ZINC 1.837e+03   9.5e-39  -44.7    0        0        -44.7      0  3  3 0.11
   55 ZINC00003530 ZINC 2.062e+03   2.94e-38 -52.2    0        0        -52.2      0  3  3 0.27
   58 ZINC00000458 ZINC 2.097e+03   8.14e-39 -40.8    0        0        -40.8      0  3  3 0.46
   56 ZINC00003530 ZINC 1.868e+03   3.44e-38 -33.3    0        0        -33.3      8  3  3 0.15
   57 ZINC00000458 ZINC 2.171e+03   1.08e-38 -39.8    0        0        -39.8      0  3  3 0.20
   59 ZINC00003682 ZINC 1.673e+03   2.38e-38 -48.9    0        0        -48.9      0  3  3 0.23
   62 ZINC00004823 ZINC 2.030e+03   -5.1e-40 -45.6    0        0        -45.6      0  3  3 0.22
   60 ZINC00000662 <0>1 1.367e+03   -50.3    -7.12    0        0        -57.4     10  3  3 0.02
   61 ZINC00004823 ZINC 2.031e+03   6.55e-40 -45.9    0        0        -45.9      0  3  3 0.21
   63 ZINC00004823 ZINC 2.022e+03   2.73e-38 -51.1    0        0        -51.1      0  3  3 0.41
   66 ZINC00005816 ZINC 1.856e+03   1.3e-38  -45.2    0        0        -45.2      0  3  3 0.27
   64 ZINC00004823 ZINC 2.031e+03   6.42e-40 -46.9    0        0        -46.9      0  3  3 0.22
   65 ZINC00005816 ZINC 2.017e+03   2.56e-38 -48      0        0        -48        0  3  3 0.06
   67 ZINC00001285 UNL1 1.450e+03   -7.39    -21.9    0        0        -29.3      3  3  3 0.20
   70 ZINC00000103 <0>1 1.635e+03   -35.2    -11.6    0        0        -46.8      0  3  3 0.04
   68 ZINC00000069 ZINC 1.772e+03   9.91e-39 -47.5    0        0        -47.5      0  3  3 0.30
   69 ZINC00000069 ZINC 1.970e+03   3.63e-40 -52.6    0        0        -52.6      0  3  3 0.18
   71 ZINC00000103 <0>1 1.419e+03   -48.8    -6.65    0        0        -55.5      8  3  3 0.03
   74 ZINC00009637 ZINC 1.984e+03   1.08e-38 -55      0        0        -55        0  3  3 0.30
   73 ZINC00009637 ZINC 2.116e+03   1.46e-38 -45.6    0        0        -45.6      0  3  3 0.37
   75 ZINC00009808 ZINC 1.917e+03   -1.11e-38 -53.7    0        0        -53.7      0  3  3 0.06
   78 ZINC00009808 ZINC 2.040e+03   1.86e-38 -43.9    0        0        -43.9      0  3  3 0.40
   72 ZINC00001589 ZINC 1.738e+03   1.52e-38 -52.8    0        0        -52.8      0  3  3 0.29
   77 ZINC00009808 ZINC 1.917e+03   2.63e-39 -58.5    0        0        -58.5      0  3  3 0.24
   79 ZINC00000968 ZINC 2.023e+03   1.09e-38 -59.2    0        0        -59.2      0  3  3 0.24
